0,0,11.1,5.5
1.2552,0.0301424,11.2583,5.43973
1.3613,0.792671,11.3577,5.41508
1.0633,1.55625,11.3246,5.32745
2.15947,2.17672,11.3916,5.34802
2.11026,2.45945,11.5521,5.45135
2.21002,3.03025,11.5049,5.73233
3.33358,3.63092,11.3624,5.74044
3.93817,3.12894,11.3643,5.86639
4.55655,3.81401,11.3374,6.02709
5.0285,4.80684,11.3535,5.81923
6.48552,6.38014,11.3998,5.70187
7.35464,6.89232,11.3321,5.70997
8.33962,7.05895,11.4067,5.78156
8.58556,7.61675,11.3961,5.57011
9.89246,7.39765,11.4516,5.56898
10.4791,7.24912,11.3395,5.32473
10.596,8.04433,11.3875,5.51267
10.3501,8.62745,11.4098,5.5976
10.9671,8.45258,11.2526,5.53198
12.5671,8.23917,11.3985,5.55408
14.2111,8.44316,11.315,5.51461
14.8656,7.7881,11.1482,5.66015
16.1703,7.0376,11.1341,5.55255
16.1981,6.56327,11.2236,5.55072
17.0983,6.52215,11.3889,5.55712
18.0888,5.32324,11.4184,5.64374
19.4193,5.32655,11.3727,5.45732
19.8754,6.33583,11.512,5.59993
20.6464,5.95741,11.5168,5.44447
20.6444,6.21215,11.425,5.57877
22.2281,5.93623,11.4974,5.61586
22.7201,6.68246,11.4076,5.61777
23.5554,7.16384,11.3923,5.4917
24.4378,6.26922,11.4815,5.58651
25.9456,6.29879,11.5258,5.58739
26.4842,7.10639,11.3783,5.66252
26.7095,6.98802,11.2999,5.85788
27.6007,7.25059,11.3157,5.7159
28.0993,7.61116,11.2016,5.4996
28.245,8.64904,11.1385,5.64367
29.186,9.09193,11.0447,5.49332
29.4961,8.84144,11.0584,5.44554
30.3399,9.69254,10.9696,5.36656
30.4853,9.52877,10.942,5.34534
30.5061,9.39871,11.0056,5.43478
31.1346,9.78428,10.919,5.50752
31.8452,9.43607,10.8334,5.57156
32.8582,10.7842,10.7638,5.3999
34.3694,11.5223,10.7137,5.48959
34.6713,11.8046,10.687,5.50676
35.4497,11.6582,10.7274,5.4161
36.688,11.9528,10.8388,5.49599
37.0816,12.1796,10.9697,5.42106
37.6501,12.0076,10.8215,5.57855
37.0852,12.0325,10.7359,5.56039
