-0.0820093,-0.0643473
1.32731,-0.0709036
1.269,0.747525
1.05438,1.65203
2.15199,2.15592
2.25572,2.47814
2.31236,3.07197
3.26172,3.62241
3.87731,3.1845
4.59087,3.64736
4.96868,4.99414
6.31818,6.52419
7.23729,6.98771
8.32877,6.95495
8.54215,7.44701
9.72506,7.33017
10.5751,7.38913
10.5436,8.04721
10.3964,8.61051
11.0237,8.53821
12.3418,8.32874
14.4084,8.53755
14.8035,7.79067
16.0843,6.96909
16.1486,6.59287
17.168,6.64301
17.998,5.16323
19.6405,5.46655
19.7855,6.34785
20.8374,6.11774
20.7462,6.17363
22.4399,6.0659
22.8129,6.62948
23.3982,7.10777
24.3813,6.19744
26.0291,6.19852
26.5351,7.12256
26.744,6.81955
27.4877,7.37292
28.0613,7.60409
28.1711,8.83961
29.2819,9.26626
29.375,8.97265
30.3686,9.6871
30.4661,9.59181
30.4834,9.32039
31.2675,9.83419
31.6897,9.45981
32.7193,10.9885
34.5029,11.5016
34.6131,11.8317
35.5004,11.7386
36.7532,11.9574
37.1326,12.0552
37.6005,12.1179
37.101,12.0338
37.0914,12.3123
37.5318,12.5126
38.3492,12.7267
38.9591,13.8292
39.6152,14.1613
41.0348,14.138
41.1263,14.2606
41.3937,15.0351
40.9147,15.2222
42.4467,14.5168
43.1953,15.6719
43.4004,15.5033
43.8303,15.4662
45.0513,15.8299
45.9768,15.7865
46.3827,15.9548
46.7736,17.0998
46.7642,17.793
47.7226,18.5919
48.3415,19.2685
48.4573,18.8168
48.25,19.0283
48.4118,19.3496
48.345,19.3314
48.8073,19.2148
49.4377,19.406
50.1227,19.6755
51.2833,20.2549
51.4271,20.902
52.4108,21.5131
53.2111,21.3239
53.0752,21.0916
53.5185,21.181
54.4728,21.2451
55.0262,22.0685
56.0955,22.8969
56.393,22.9767
56.5038,22.908
57.8738,22.4887
58.853,23.1395
60.5214,23.3383
60.7594,23.3307
61.1861,22.9898
62.8782,23.3801
64.2155,23.859
64.2393,24.2696
64.8189,24.1382
64.5779,24.5918
65.7007,24.6811
65.8181,24.7828
66.2992,25.3697
67.1037,25.6006
67.421,26.4747
67.4241,26.7977
68.4264,25.7063
69.1206,25.5433
69.5074,25.4549
70.4644,25.1353
70.6667,26.0101
70.6639,26.7219
71.462,27.1861
71.7478,27.4759
72.9151,27.7503
73.8977,27.9164
74.5096,29.2077
75.6779,29.4013
76.485,29.2293
76.9812,28.9375
77.7544,29.1043
77.4278,28.9993
78.36,29.2998
78.0012,30.4724
77.6816,31.0851
78.5513,30.7581
78.8177,31.5093
79.2943,32.782
79.2791,33.1172
79.3774,32.9777
78.8585,32.8692
79.216,32.6041
80.5534,33.035
80.4873,32.3785
80.4435,32.6525
80.0663,32.8931
81.0678,32.6996
81.768,33.093
82.2115,33.6921
81.5464,33.0634
81.922,33.0215
82.5972,33.5757
83.0103,33.4669
83.7565,33.8998
83.9108,33.3411
84.4084,33.3211
84.7717,33.5277
85.3945,34.7319
86.0157,34.967
86.8482,35.0872
86.6465,35.6027
88.8063,36.4348
89.211,36.0037
89.7881,35.3418
90.4057,34.899
90.2307,35.7068
90.5442,35.8396
90.9105,35.8252
91.9114,35.4597
90.8081,36.4784
91.8177,36.329
92.4903,36.5513
93.0657,36.2366
