0,0,11.1,5.5
1.24608,0.0469493,11.1696,5.59856
1.15067,0.939405,11.2052,5.69481
1.1412,1.60223,11.1306,5.83385
2.17009,2.13259,11.1712,5.91644
2.32899,2.57756,11.1885,5.93025
2.27987,3.12901,11.2693,6.07976
3.22317,3.50011,11.1615,6.03609
3.82536,3.29505,11.3671,6.06272
4.51878,3.63945,11.3044,6.16247
4.88989,4.96878,11.4957,6.26816
6.09274,6.27781,11.3437,6.28151
7.15644,6.96869,11.373,6.28203
8.33082,6.8253,11.5412,6.34877
8.62837,7.41627,11.5758,6.32
9.6846,7.3327,11.5791,6.37785
10.5224,7.40381,11.5122,6.50825
10.44,8.0282,11.4512,6.51673
10.4835,8.60477,11.3867,6.59427
10.9683,8.64313,11.3753,6.60162
12.32,8.56914,11.3266,6.59968
14.1831,8.58718,11.253,6.597
14.7497,7.96956,11.1734,6.52693
15.7713,7.42798,11.1047,6.46088
16.1061,6.9805,11.0589,6.44875
17.1984,6.6508,10.9255,6.40032
18.4545,5.76987,10.8279,6.2659
19.6161,5.53161,10.8277,6.2238
19.852,6.37623,10.8223,6.12465
20.8419,6.22564,10.8532,6.23188
20.7144,6.23301,10.8769,6.32288
22.1605,6.00586,10.9024,6.23334
22.8508,6.53153,10.9747,6.14618
23.4168,7.0358,11.0733,6.13118
24.3547,6.31291,11.0938,6.02017
25.6631,6.19061,11.183,6.01879
26.4955,7.15284,11.1512,6.04409
26.6685,6.81465,11.1227,6.11873
27.561,7.43149,11.1354,6.11517
28.0797,7.60364,11.1939,6.15679
28.1724,8.58563,11.3418,6.18487
29.3145,9.30878,11.3953,6.05559
29.4003,8.99349,11.5631,6.09803
30.3401,9.7963,11.649,6.13214
30.5068,9.58479,11.7091,6.12862
30.5795,9.33848,11.5989,6.16434
31.1252,9.78167,11.5663,6.10901
31.6737,9.3429,11.392,5.93076
32.7314,10.6418,12.0596,5.94575
34.1041,11.4347,12.0054,5.89225
34.6084,11.84,11.9602,5.87909
35.4564,11.6692,12.037,5.88755
36.78,11.9533,11.9488,5.98433
37.1852,12.0576,11.9023,6.00138
37.5655,12.1371,11.8954,5.99924
37.0143,12.1786,11.8978,5.87029
37.1891,12.2854,11.7797,5.85899
37.5793,12.4018,11.8019,5.91746
38.2784,12.7138,11.8382,5.93603
39.108,13.7315,11.8959,6.01648
39.6252,14.1301,11.9488,6.05082
41.1202,13.9601,12.169,6.10176
41.1071,14.2535,12.2739,6.05255
41.4326,14.9845,12.268,6.1378
40.9878,15.2445,12.5103,6.00803
42.4344,14.9105,12.365,6.05546
43.1621,15.6436,12.29,6.06436
43.5111,15.5319,12.3955,6.09101
43.8823,15.4656,12.4306,6.18101
45.025,15.7538,12.5557,6.31159
45.9117,15.7296,12.5952,6.36324
46.3969,15.9157,12.5738,6.3717
46.7237,17.0453,12.7126,6.27386
46.8577,17.9868,12.6263,6.13155
47.605,18.6571,12.5883,6.08928
48.3603,19.2176,12.5794,6.05751
48.5462,18.7457,12.6292,6.03019
48.3856,19.1401,12.4477,5.93734
48.4637,19.3894,12.4705,5.96128
48.4456,19.4827,12.4481,5.84679
48.6579,19.2095,12.4646,5.79755
49.4307,19.3956,12.4923,5.8754
50.0486,19.6429,12.5033,5.87015
51.2075,20.2167,12.5763,5.89912
51.4513,20.9173,12.5653,5.97723
52.3807,21.5117,12.5733,6.02254
53.2423,21.5509,12.7083,6.22837
53.0388,21.0487,12.701,6.15924
53.4166,21.1793,12.7373,6.10273
54.5049,21.2371,12.8371,6.10636
55.0454,22.0576,12.668,6.14389
56.0871,22.8628,12.7699,6.12215
56.5203,23.0298,12.6179,6.15748
56.6273,23.2088,12.4485,6.14052
57.9418,22.5276,12.3262,6.09557
58.8184,23.0439,12.347,6.13198
60.2693,23.4278,12.0359,6.06155
60.7827,23.4109,12.1661,5.99552
61.252,23.0628,12.0816,6.09551
62.7238,23.4576,12.1279,6.0118
64.1447,23.8321,12.3068,5.93397
64.2417,24.1875,12.1392,5.92013
64.7256,24.0772,12.0987,5.84692
